"","int_samps","forest_samps","cattle_samps","for_cattle_samps"
"1",-0.108964117698173,0.201344235755348,0.198398954655611,0.066584458359307
"2",-0.142909818722605,0.158149808075488,0.182989901785317,0.054733380546747
"3",-0.0874609057605891,0.141949952535562,0.166818090260895,0.0429122868558383
"4",-0.0794939458348411,0.199368561207488,0.219817011143089,0.0395996320393454
"5",-0.129863622324035,0.181501537157922,0.135781768552028,0.0509533228690602
"6",-0.101711217237038,0.207862739177331,0.147875304810074,0.0531275443221586
"7",-0.0845695285103995,0.185685097335978,0.214152280146565,0.0722732534899218
"8",-0.118656788042546,0.194392684845388,0.170598393517897,0.0251658275488713
"9",-0.107068894660038,0.189431529427502,0.183900543888801,0.00415287703049399
"10",-0.132014287844183,0.149248849887717,0.167638976090901,0.0494699670241176
"11",-0.117636156438176,0.190028194788691,0.171602968846468,0.0653914872302866
"12",-0.140888809258949,0.202715142899473,0.204201774746438,0.0623893488473994
"13",-0.10808399215456,0.186793306586397,0.173697108307095,0.04825443117751
"14",-0.103852706267736,0.176457171926957,0.194467927042759,-0.0202901358208903
"15",-0.135702390044572,0.152698547155457,0.174807726538468,0.0638649457866652
"16",-0.116506120438161,0.163242606204548,0.183225741025229,0.0440267734041725
"17",-0.104401203377541,0.180107477101578,0.149393565254704,0.0944906285916204
"18",-0.101961586316591,0.150258064554218,0.173693034151989,0.0516458024660095
"19",-0.113575731205738,0.183909027010489,0.142446144629862,0.0701958388466044
"20",-0.109521284048353,0.209219965545181,0.163026639102745,0.0522322778603998
"21",-0.0516196738834521,0.186009902555013,0.186956939105468,0.0631364827897655
"22",-0.115059452436827,0.192707914354078,0.181080045953992,0.0473188773674261
"23",-0.153278415330228,0.14342719889598,0.151947168484259,0.0549185355616677
"24",-0.108104693757827,0.18595679329677,0.195379253373267,0.0441517716612712
"25",-0.0748299642744066,0.201493647609521,0.195805202440262,0.0244369697202815
"26",-0.115625342405017,0.195759857876741,0.167200637060023,0.0514202075049333
"27",-0.0868808761630192,0.209163543292459,0.156835069394721,0.0595972353715026
"28",-0.0814918867193228,0.170634615450181,0.220926067297558,0.0456788661750388
"29",-0.0864733586770003,0.227209602588839,0.168359197666452,0.104251971440575
"30",-0.0799922975559978,0.186256319754588,0.216302143742221,0.0823290488937958
"31",-0.100233338683221,0.199927298526771,0.116994811102852,0.0390030199962799
"32",-0.144372636612927,0.175636772504486,0.187159102701049,0.0886219705595863
"33",-0.109909918721469,0.172160904146871,0.157301919518656,0.0507142567735433
"34",-0.104504390203695,0.217957958845421,0.129511554059927,0.0635288607685753
"35",-0.121862968065644,0.208949463921348,0.15577946428313,0.0503346341783837
"36",-0.11229497809458,0.258750605135769,0.190266103588274,0.0824006819715242
"37",-0.0859380138074558,0.16544600003623,0.184449583245826,0.0523501183832601
"38",-0.126218742650607,0.162891309801086,0.126252985332892,0.0604622747448057
"39",-0.114612408174004,0.154296040105553,0.169691995311632,0.0339708287764582
"40",-0.101954394916922,0.202740579340474,0.184180875484855,0.00194048422264867
"41",-0.110725322332278,0.154133373785868,0.0942031289512023,0.0865375769344872
"42",-0.0584322263726755,0.208524568034186,0.131444035252651,0.0885511604924472
"43",-0.0623133449274346,0.196340114617916,0.148055930038995,0.0730558884056477
"44",-0.0825022487552252,0.132854639151598,0.182215139621414,0.0122706059194176
"45",-0.145403614806602,0.194187089381636,0.179659727724966,0.0386387885964857
"46",-0.144489492035709,0.1669084858926,0.175291009517066,0.0387552396217535
"47",-0.0885689556215364,0.187473693652256,0.193736288776247,0.0851257677368792
"48",-0.0711376935306672,0.228565603351382,0.136790051860543,0.0465873977688668
"49",-0.128163394417824,0.182271381346844,0.158783431483351,0.0756895644929466
"50",-0.106625603004416,0.169823374199766,0.159463901968693,0.0670103113973486
"51",-0.100767113373653,0.193072426433278,0.174235359409821,0.0451195056010256
"52",-0.103600819569012,0.172370040575683,0.175551078773398,0.040899583442188
"53",-0.116134709825867,0.184317478795272,0.185124637164119,0.0684719101381915
"54",-0.0972326523959252,0.212961262032042,0.184587935558723,0.0240864066359807
"55",-0.126958609349155,0.173144377445436,0.165391512738672,0.0874215666632442
"56",-0.0746966612865801,0.171621624522688,0.17669798057094,0.073904050903656
"57",-0.0722986274673992,0.180151706170405,0.193892829743736,0.0906353074696269
"58",-0.100426890755642,0.152233313831479,0.14802102462365,0.0394532675105151
"59",-0.091893201371678,0.148637925852962,0.175551955119556,0.0587478841263314
"60",-0.122513151806066,0.210519883506382,0.167649659126104,0.0596124219111307
"61",-0.123501916819331,0.187702364617717,0.185832988250184,0.0356812897341182
"62",-0.0850649928629639,0.214688877923227,0.12384004380882,0.0579890747687909
"63",-0.0452463224481367,0.169446778009161,0.139839329927479,0.0642260416990284
"64",-0.121549371907618,0.180386654775348,0.138498393740401,0.0440725597107825
"65",-0.109574302349149,0.226322098364404,0.189319486605619,0.0728279238507552
"66",-0.0968558930651986,0.178871608591659,0.173363166051884,0.0909645142583198
"67",-0.113805292035929,0.174311007789816,0.199784268838417,0.0667212404666069
"68",-0.140423842174945,0.182749847886189,0.21093821573175,0.0736643941882489
"69",-0.0941277695142928,0.133719401120794,0.152793686367578,0.0595348488460178
"70",-0.117483383676631,0.221388280708608,0.19144546961706,0.0342041527103466
