"cases","t_mean","pre_total","ips_n_hum_bas","p_male","Natural.Forest","log_forestloss","log_perm_crop","log_ntfp","log_cattle","year","cod_mun","pop","inci","E","SIR"
2,0.243755850680193,-0.301404710111813,-0.726555909319222,-0.6424465680216,-0.661161888027804,0.497269201625293,-0.637181914287459,1.33348494717264,0.125712707153282,2001,210690,26101,7.6625416650703e-05,16.603681084242,0.120455216518109
2,0.619042304881609,-0.702371727320113,-0.726555909319222,-0.6424465680216,-0.794003366128703,1.00410329604524,-0.637181914287459,1.33031999200401,0.100471804760624,2002,210690,26186,7.63766898342626e-05,16.6577523034351,0.120064217762895
2,0.468438898575899,-0.337250424642736,-0.726555909319222,-0.6424465680216,-0.83893929783173,0.842358634378132,-0.583667693172534,1.32334497397972,-0.00608757109688762,2003,210690,26253,7.61817697025102e-05,16.7003731467992,0.119757803159226
2,0.251554333804185,-0.480817598624473,-0.726555909319222,-0.6424465680216,-0.807718424965238,0.649728220275755,-0.590954944053245,1.28416879678489,-0.0168986818240144,2004,210690,26392,7.57805395574416e-05,16.7887954934797,0.119127069048923
2,0.533639668102543,-0.380384653063364,-0.726555909319222,-0.6424465680216,-0.909112511943392,0.586157409041484,-0.548812382817777,1.26653876913129,0.0495400474714333,2005,210690,26470,7.55572346052135e-05,16.8384137887393,0.118776033484668
1,0.229231703078855,-0.32667353654573,-0.726555909319222,-0.6424465680216,-1.00838072611806,0.679848278890941,-0.542136670343889,1.25009294382422,0.0592802778697753,2006,210690,26546,3.76704588261885e-05,16.8867598200179,0.059217991530535
2,0.518402831501409,-0.712770731439296,-0.726555909319222,-0.6424465680216,-0.969067919578806,0.595774123021422,-0.542136670343889,1.20817098333814,-0.00186695872022612,2007,210690,27558,7.25742071267871e-05,17.5305253944117,0.114086711892705
0,0.063386052819769,-0.187439142328076,-0.726555909319222,-0.673628595865888,-1.05828109208107,0.58927555457158,-0.542136670343889,1.15272971942167,0.0978919305497307,2008,210690,28386,0,18.0572426825521,0
0,0.197685211229513,-0.305467417541119,-0.726555909319222,-0.673628595865888,-0.966275359220923,0.129245122253284,-0.542136670343889,1.12541667986532,0.10603900792232,2009,210690,28602,0,18.1946471925018,0
1,0.805801429922211,-1.04682646817697,-0.726555909319222,-0.673628595865888,-1.04972843921408,0.435859096157346,-0.542136670343889,1.05673413217877,0.0749840446049386,2010,210690,31738,3.15079715167938e-05,20.189557114734,0.0495305565306441
4,0.29391012239787,-0.853512574727704,-0.726555909319222,-0.673628595865888,-1.09479584088121,0.410253964381938,-0.529058984851983,0.913042558168171,0.0491096589453207,2011,210690,32157,0.000124389712970737,20.4560964187567,0.195540728696033
2,0.792920035873064,-1.48487278805435,-0.726555909319222,-0.673628595865888,-1.20680562115691,0.503705619526799,-0.535553039602944,0.912616288403604,0.04478494650134,2012,210690,31717,6.30576662357726e-05,20.1761983429333,0.0991267019686339
2,0.799584056537186,-1.35309598363619,-0.726555909319222,-0.673628595865888,-0.991968226119372,-0.156888393160753,-0.497851423708927,0.90311213895904,-0.000690373840065941,2013,210690,32180,6.21504039776259e-05,20.4707274545384,0.0977004849701418
0,0.961735403876936,-0.477364169540931,-0.726555909319222,-0.673628595865888,-1.04913161813762,0.454191199426032,-0.480061575970237,0.883801187456903,0.108156728612446,2014,210690,32516,0,20.684467803349,0
1,1.17609581671234,-1.28206884828888,-0.726555909319222,-0.673628595865888,-0.983673710565951,0.130255291002382,-0.485918160628137,0.836672200010876,0.054533634073016,2015,210690,32833,3.04571620016447e-05,20.88612164434,0.0478786831288515
0,1.40050308965365,-1.78610134065616,-0.726555909319222,-0.673628595865888,-1.09721251564291,0.571960947700065,-0.569418704856674,0.784477784494264,0.110493482869293,2016,210690,32884,0,20.9185643758559,0
0,0.829856576243833,-0.778811597798116,-0.726555909319222,-0.673628595865888,-1.13497509915929,0.32692864030115,-0.576490029173543,0.774707425826611,0.158487988872573,2017,210690,33156,0,21.091592277274,0
14,-0.153853234246215,-0.112028677290133,0.175492900252912,-0.889622955591036,0.00538141678086006,-0.123890287543932,-0.716182892788257,0.0960948988306464,-0.0302069940616567,2001,210735,15120,0.000925925925925926,9.61831569647672,1.45555629923109
5,0.192373028577517,-0.757475337155444,0.175492900252912,-0.889622955591036,-0.0555755621099133,0.548765277471348,-0.598355180059641,0.0960948988306464,-0.00619997531870052,2002,210735,15212,0.00032868787799106,9.67683983960343,0.516697608194051
8,0.0920882774918418,-0.436113068250134,0.175492900252912,-0.889622955591036,-0.0253391228126817,-0.19771499238412,-0.516330079544563,0.15652415400086,-0.00528542948575656,2003,210735,15004,0.000533191149026926,9.54452438557783,0.83817691451324
1,-0.136127934232188,-0.17805194912928,0.175492900252912,-0.889622955591036,-0.0169277993666397,-0.1429173287619,-0.252824619825042,0.193931489817536,0.0187249597489144,2004,210735,14568,6.86436024162548e-05,9.26717083771646,0.107907798130806
4,0.158001736018286,0.109825638766102,0.175492900252912,-0.889622955591036,-0.014892118071558,-0.321460496936524,-0.242098198502829,0.227907155855191,0.0398810974555713,2005,210735,14326,0.000279212620410443,9.11322689601359,0.438922463540299
2,-0.135774293408278,-0.231266762207621,0.175492900252912,-0.889622955591036,0.0141587907575346,-0.720212929904467,-0.242098198502829,0.238573835003819,0.0713346711822708,2006,210735,14086,0.000141984949595343,8.96055521829174,0.223200454801872
7,0.0867717689578004,-0.272134006378622,0.175492900252912,-0.889622955591036,-0.0384866630540651,0.473571123212101,-0.263797647022662,0.251489480451418,0.204837239747094,2007,210735,17121,0.00040885462297763,10.8912158094827,0.64271979570043
4,-0.318637962033581,-0.139765375280377,0.175492900252912,-1.29946319466829,-0.0243255484682031,-0.0836944816378486,-0.245646955826051,0.3681343491017,0.159234435255088,2008,210735,17646,0.000226680267482716,11.2251851044992,0.356341562545525
3,-0.154206875070122,0.174950039873484,0.175492900252912,-1.29946319466829,-0.016113050514447,-0.17552357584977,-0.322799288012941,0.36064638696481,0.0713346711822708,2009,210735,17835,0.000168208578637511,11.3454140507052,0.26442402071818
6,0.419179002887198,-0.713405186514496,0.175492900252912,-1.29946319466829,0.0137377241887788,-0.124477492445976,-0.322799288012941,1.02631935533368,-0.0129265172651308,2010,210735,19134,0.000313577924114142,12.1717495063747,0.492944748563682
4,-0.0294581818477,-0.000183460858172989,0.175492900252912,-1.29946319466829,0.0350084136315954,-0.47328411297289,-0.357527739719448,1.04825360121989,0.00866914612202629,2011,210735,19401,0.000206174939436112,12.3415967478403,0.324107170387007
11,0.389817081265481,-1.33756354054866,0.175492900252912,-1.29946319466829,0.0526671893419396,-0.00752560076011632,-0.0764737786053601,1.06558995777879,0.00343716075449905,2012,210735,19659,0.000559540159723282,12.5057188013913,0.879597580490635
5,0.407555358924372,-1.08864425806081,0.175492900252912,-1.29946319466829,0.050790380552011,0.155048625780584,-0.33552819332036,1.07698665788265,-0.0280533335616472,2013,210735,19963,0.00025046335721084,12.6991029265056,0.39372859869999
9,0.487757204503223,-0.26868075978221,0.175492900252912,-1.29946319466829,0.0602618056733856,-0.100965310014712,-0.371231235791671,1.08883957698274,-0.0225772131418464,2014,210735,20184,0.00044589774078478,12.8396880964078,0.700951606645176
4,0.668894846354576,-0.780162750049727,0.175492900252912,-1.29946319466829,0.0680964615383454,0.221030369047533,-0.485918160628137,1.36335230518968,-0.0225772131418464,2015,210735,20393,0.000196145736282058,12.9726396824239,0.308341254973683
0,0.95531795846622,-1.38797432473078,0.175492900252912,-1.29946319466829,0.0267273303378553,0.605373836189189,-0.522652101256635,1.3857925618182,0.00332691113130126,2016,210735,20588,0,13.0966854205729,0
5,0.456654115522058,-0.373485281954397,0.175492900252912,-1.29946319466829,0.0316993911949468,0.0749406323020129,-0.576490029173543,1.39658073871039,0.0625870714407207,2017,210735,20768,0.00024075500770416,13.2111891788643,0.378467065478039
0,0.153035623897149,-0.657364084599923,-0.622198440066027,-1.57681271734775,-1.90099985265559,-0.359144242169255,-0.688370813066941,1.11740380956126,0.271590251872907,2001,210740,17130,0,10.8969409973972,0
1,0.531154449101505,-0.66244441668953,-0.622198440066027,-1.57681271734775,-1.98896787513135,0.275360478076322,-0.598355180059641,1.11592812803885,0.26981525096187,2002,210740,17131,5.83737084816998e-05,10.8975771293877,0.0917635166172192
4,0.355393878126629,-0.532511376633752,-0.622198440066027,-1.57681271734775,-1.97254157777001,-0.466379837385257,-0.629159781566073,1.13816611650587,0.350809340424586,2003,210740,17109,0.000233795078613595,10.8835822255966,0.367526051357667
1,0.162250833257749,-0.562991913569442,-0.622198440066027,-1.57681271734775,-2.00820786900082,-0.482712819933461,-0.745716373273847,1.17899986677325,0.346043468150109,2004,210740,17064,5.86029067041725e-05,10.8549562860237,0.0921238164070313
